815	465,98,713,1157	1
815	671,603,121,233	0
267	176,210,1336,450	1
267	720,159,732,227	0
806	89,629,923,76	1
806	186,252,258,209	0
38	409,401,127,356	1
38	105,257,401,758	0
326	525,399,500,423	1
326	559,391,22,239	0
330	596,584,100,1035	1
330	559,864,1035,255	0
764	132,732,323,284	1
764	371,732,4,284	0
291	496,1213,785,418	1
291	66,123,540,816	0
607	482,180,475,435	1
607	30,275,474,121	0
117	12,122,829,1095	1
117	12,748,271,1059	0
640	269,770,684,1054	1
640	269,827,150,778	0
251	313,15,121,429	1
251	181,281,265,15	0
747	663,875,845,82	1
747	274,82,327,14	0
222	53,571,473,679	1
222	571,225,148,763	0
524	1166,126,559,284	1
524	898,13,284,751	0
588	155,584,72,1219	1
588	1219,1044,356,732	0
439	1600,93,895,273	1
439	7,300,301,405	0
269	522,763,436,172	1
269	775,673,763,806	0
330	485,293,237,105	1
330	1028,575,293,357	0
325	199,236,1140,865	1
325	199,640,271,443	0
126	353,323,751,310	1
126	245,350,302,272	0
802	879,447,331,444	1
802	879,443,678,444	0
575	173,531,215,506	1
575	173,98,427,304	0
382	235,1534,508,639	1
382	290,98,639,286	0
534	687,21,1215,290	1
534	823,235,978,331	0
52	287,1085,275,1086	1
52	748,1086,280,117	0
806	133,98,258,2	1
806	133,192,455,288	0
551	218,685,264,310	1
551	215,405,176,685	0
936	127,591,16,508	1
936	269,221,455,9	0
457	258,755,1,56	1
457	258,161,453,469	0
798	821,1282,1539,66	1
798	82,781,66,671	0
348	126,827,834,243	1
348	628,974,369,107	0
931	750,685,14,306	1
931	111,297,250,290	0
52	22,117,121,93	1
52	864,111,93,117	0
891	1197,117,280,933	1
891	323,531,978,118	0
834	50,282,117,298	1
834	50,117,751,326	0
121	25,11,275,235	1
121	25,126,294,192	0
306	116,283,25,13	1
306	100,319,321,235	0
13	404,439,260,818	1
13	404,91,176,280	0
97	204,429,435,431	1
97	484,435,83,197	0
736	1388,532,254,1089	1
736	1388,255,748,50	0
253	22,243,220,8	1
253	22,751,333,125	0
198	188,121,1245,636	1
198	431,98,367,1245	0
650	443,270,747,162	1
650	238,494,622,451	0
457	151,370,378,640	1
457	151,94,485,378	0
783	346,288,948,333	1
783	345,264,876,292	0
406	135,207,152,607	1
406	235,152,414,53	0
417	223,183,555,358	1
417	183,142,944,185	0
230	95,199,280,204	1
230	95,280,195,240	0
397	513,95,181,457	1
397	1019,65,358,221	0
592	157,281,985,326	1
592	339,925,952,346	0
676	181,688,286,1483	1
676	352,259,688,258	0
230	276,1192,100,371	1
230	205,1192,135,7	0
62	250,59,1128,72	1
62	250,652,660,448	0
897	210,477,1219,120	1
897	210,168,202,1219	0
593	660,1221,732,40	1
593	660,723,40,117	0
805	522,761,90,229	1
805	761,413,229,831	0
458	654,1,194,685	1
458	195,709,48,1335	0
458	152,234,844,179	1
458	178,844,124,194	0
495	98,89,629,77	1
495	229,831,91,705	0
830	22,418,834,692	1
830	15,751,197,692	0
474	285,606,649,489	1
474	285,649,641,107	0
457	265,744,417,692	1
457	248,629,949,708	0
11	659,652,662,204	1
11	125,715,274,70	0
589	304,323,751,271	1
589	307,323,690,682	0
498	156,484,302,496	1
498	475,182,1286,124	0
867	657,117,144,294	1
867	657,216,431,276	0
264	202,1118,203,192	1
264	202,451,33,381	0
721	357,125,51,358	1
721	581,197,111,304	0
160	24,240,408,955	1
160	24,4,447,1197	0
634	313,922,281,333	1
634	690,1162,763,762	0
716	732,11,72,470	1
716	521,965,72,218	0
487	45,81,781,237	1
487	423,1440,404,1188	0
474	14,508,945,244	1
474	14,617,756,736	0
296	50,13,255,15	1
296	111,279,9,179	0
871	79,690,905,301	1
871	690,566,183,1386	0
11	713,739,395,228	1
11	123,229,29,135	0
121	742,192,644,294	1
121	1266,347,276,174	0
223	155,143,309,274	1
223	118,282,1234,143	0
815	65,501,603,54	1
815	54,419,188,603	0
97	153,526,189,432	1
97	153,98,496,484	0
279	654,294,1034,805	1
279	195,210,56,727	0
90	603,31,676,317	1
90	69,317,995,31	0
416	258,713,929,252	1
416	821,220,833,217	0
859	476,1008,294,15	1
859	257,1281,410,25	0
389	302,274,300,136	1
389	302,105,559,274	0
372	635,875,595,874	1
372	446,452,574,696	0
122	715,357,792,1119	1
122	727,1074,69,661	0
343	919,727,403,222	1
343	358,288,63,727	0
804	208,10,28,152	1
804	25,495,385,948	0
754	477,937,328,744	1
754	459,1016,243,282	0
503	423,356,463,321	1
503	475,25,463,182	0
303	474,4,462,433	1
303	577,426,54,4	0
551	232,307,284,696	1
551	458,1059,307,49	0
344	14,5,316,97	1
344	7,845,86,268	0
81	282,476,756,210	1
81	717,476,147,1059	0
848	462,528,511,1065	1
848	899,180,812,528	0
152	33,778,559,1014	1
152	33,147,775,278	0
406	428,924,478,660	1
406	469,504,72,660	0
813	270,892,538,690	1
813	270,259,342,9	0
468	195,181,1008,31	1
468	195,1051,367,31	0
508	172,502,70,109	1
508	1153,96,82,502	0
864	124,596,290,214	1
864	1425,49,102,1208	0
938	257,358,259,235	1
938	252,260,405,748	0
807	63,1063,541,566	1
807	381,659,205,1091	0
473	475,1143,14,508	1
473	475,25,257,256	0
126	328,346,315,690	1
126	323,333,327,272	0
677	294,748,740,289	1
677	294,988,222,14	0
717	282,331,324,111	1
717	678,324,343,331	0
887	204,1278,419,931	1
887	183,7,929,164	0
280	11,230,174,31	1
280	86,180,364,388	0
570	303,271,301,243	1
570	258,271,286,358	0
846	198,955,1540,83	1
846	198,1540,490,554	0
342	216,508,1016,297	1
342	216,508,1011,26	0
165	326,216,223,127	1
165	156,304,419,127	0
64	56,211,153,476	1
64	480,356,879,476	0
592	568,939,752,55	1
592	287,652,1008,752	0
7	133,365,681,90	1
7	151,365,396,259	0
889	12,226,298,168	1
889	12,71,1142,85	0
90	650,1194,425,223	1
90	660,904,223,42	0
16	144,939,476,66	1
16	144,510,33,476	0
5	163,455,442,105	1
5	378,94,443,105	0
882	380,243,290,227	1
882	815,243,56,546	0
551	317,597,651,411	1
551	317,307,808,384	0
551	471,1051,324,1087	1
551	66,431,174,324	0
666	613,173,69,106	1
666	613,566,98,427	0
848	514,606,432,661	1
848	180,606,689,661	0
296	100,298,151,284	1
296	284,259,898,22	0
450	482,177,546,689	1
450	482,371,966,546	0
250	95,264,751,174	1
250	95,174,322,144	0
251	298,418,748,109	1
251	476,147,222,1098	0
543	12,71,432,466	1
543	461,466,694,732	0
896	98,284,426,133	1
896	144,642,281,458	0
474	97,630,178,678	1
474	92,471,756,602	0
379	47,188,300,443	1
379	461,443,395,153	0
276	603,260,658,57	1
276	147,63,240,1135	0
589	328,877,338,688	1
589	328,322,688,877	0
567	187,181,190,648	1
567	187,490,340,357	0
200	183,768,934,8	1
200	29,982,393,234	0
94	214,997,1091,932	1
94	346,765,432,1089	0
645	523,488,959,664	1
645	523,195,268,433	0
943	485,41,568,541	1
943	763,415,406,568	0
72	147,568,526,866	1
72	147,1148,204,117	0
599	220,288,988,748	1
599	245,872,928,319	0
671	195,1239,770,98	1
671	684,356,2,1073	0
472	168,88,214,43	1
472	577,117,1053,232	0
450	272,613,921,940	1
450	272,1135,710,63	0
293	603,366,143,125	1
293	729,150,187,4	0
76	172,59,955,1156	1
76	1006,1155,77,769	0
645	191,50,627,709	1
645	673,186,1159,488	0
405	23,1168,704,849	1
405	1475,570,504,704	0
374	48,846,222,789	1
374	48,472,1033,572	0
12	161,127,215,172	1
12	161,416,276,82	0
253	689,523,895,448	1
253	210,331,566,1025	0
367	183,800,436,413	1
367	800,413,452,436	0
622	184,808,577,553	1
622	391,577,67,833	0
332	651,769,117,717	1
332	1013,717,156,685	0
7	234,29,294,379	1
7	547,583,382,401	0
798	399,586,1284,941	1
798	125,1032,586,805	0
54	748,829,328,255	1
54	1016,273,258,1088	0
659	526,1172,153,195	1
659	526,144,836,69	0
21	127,445,742,413	1
21	289,17,370,980	0
90	141,971,614,703	1
90	22,811,660,531	0
458	302,199,427,515	1
458	199,100,596,192	0
437	1036,658,466,210	1
437	1036,69,450,212	0
355	286,682,264,882	1
355	358,271,264,882	0
92	238,961,402,294	1
92	425,576,735,85	0
296	125,1009,211,137	1
296	125,137,275,153	0
806	127,233,172,168	1
806	705,588,655,240	0
457	195,57,673,403	1
457	195,388,1028,673	0
194	22,483,321,175	1
194	99,414,808,83	0
59	673,258,175,123	1
59	871,657,679,404	0
59	92,513,1047,756	1
59	770,529,148,929	0
416	136,396,17,918	1
416	330,140,396,2	0
312	136,837,175,71	1
312	194,71,837,214	0
204	45,1,286,172	1
204	45,336,288,321	0
348	288,405,107,831	1
348	288,934,225,1	0
840	202,1674,405,638	1
840	285,501,945,118	0
263	133,177,144,323	1
263	133,136,258,144	0
158	651,123,568,125	1
158	809,175,181,385	0
535	58,520,921,955	1
535	955,1396,520,237	0
605	462,827,210,475	1
605	934,238,475,121	0
753	269,286,359,185	1
753	499,172,300,435	0
406	154,168,654,602	1
406	281,569,216,606	0
666	707,5,656,370	1
666	656,525,180,96	0
514	216,344,1115,170	1
514	109,258,170,647	0
425	156,823,200,117	1
425	322,689,1129,1089	0
890	168,190,737,660	1
890	168,229,324,520	0
627	197,665,470,405	1
627	197,1004,161,282	0
295	966,96,204,1446	1
295	414,235,371,88	0
560	302,478,1008,756	1
560	515,318,240,411	0
222	135,1011,812,195	1
222	135,1226,72,302	0
130	210,678,542,1151	1
130	156,772,642,1151	0
303	100,1073,670,583	1
303	334,801,550,759	0
487	230,160,956,81	1
487	92,49,160,627	0
536	189,1030,176,720	1
536	132,720,648,588	0
28	222,603,271,672	1
28	117,895,423,230	0
622	222,934,143,588	1
622	222,755,143,283	0
18	958,530,955,15	1
18	216,775,724,614	0
532	506,1228,305,795	1
532	689,918,305,403	0
286	272,47,354,195	1
286	272,215,761,77	0
208	663,781,662,996	1
208	56,781,514,97	0
375	183,288,300,233	1
375	44,1073,1217,77	0
468	50,13,5,582	1
468	612,117,469,699	0
339	511,183,550,582	1
339	770,772,582,347	0
532	24,420,26,1428	1
532	24,660,269,259	0
408	302,312,539,751	1
408	310,751,312,539	0
585	863,971,582,1319	1
585	970,582,1005,313	0
416	79,347,418,721	1
416	1035,721,14,158	0
592	512,457,597,544	1
592	512,747,81,140	0
297	100,485,448,243	1
297	100,699,116,692	0
934	69,664,648,135	1
934	99,461,72,648	0
551	95,302,717,288	1
551	95,128,576,399	0
23	427,91,219,183	1
23	217,91,202,176	0
805	558,288,806,228	1
805	581,141,337,162	0
450	136,96,225,422	1
450	597,70,59,225	0
1	197,122,236,271	1
1	197,236,37,163	0
749	194,975,356,1	1
749	433,25,178,823	0
663	11,682,978,1011	1
663	11,323,7,978	0
343	50,217,269,702	1
343	286,931,10,739	0
416	173,419,423,538	1
416	219,795,242,866	0
59	198,485,972,588	1
59	198,485,369,699	0
592	408,283,1023,1008	1
592	971,1187,283,730	0
942	131,539,604,892	1
942	615,269,878,479	0
747	502,4,811,194	1
747	463,783,4,939	0
115	1008,496,847,4	1
115	980,496,269,20	0
868	23,426,2,201	1
868	417,122,69,998	0
796	230,234,258,974	1
796	300,977,258,232	0
311	98,584,51,125	1
311	186,367,621,726	0
195	181,740,1084,751	1
195	831,154,60,678	0
592	69,237,678,823	1
592	823,60,876,237	0
7	237,566,677,625	1
7	638,431,118,672	0
60	135,478,357,161	1
60	12,180,234,558	0
551	924,85,31,796	1
551	1079,732,1044,268	0
864	176,65,386,1228	1
864	145,673,655,715	0
805	501,1149,455,418	1
805	552,8,1149,469	0
474	25,929,416,161	1
474	213,956,161,151	0
778	42,94,54,174	1
778	94,568,174,7	0
853	300,258,877,332	1
853	307,258,302,748	0
347	79,928,176,137	1
347	230,609,96,246	0
14	408,111,176,455	1
14	276,319,820,603	0
805	664,164,452,1149	1
805	664,665,56,559	0
527	651,868,190,116	1
527	651,603,513,64	0
5	174,385,80,393	1
5	447,423,99,144	0
264	209,683,25,676	1
264	14,26,856,524	0
659	603,77,90,476	1
659	603,13,467,486	0
749	603,398,127,294	1
749	1041,79,216,127	0
474	963,161,676,514	1
474	963,664,617,737	0
897	411,40,433,73	1
897	736,240,172,1028	0
188	566,76,54,462	1
188	69,13,204,732	0
517	50,1047,740,25	1
517	1,597,131,117	0
56	230,483,1047,235	1
56	230,67,122,191	0
59	735,229,228,609	1
59	1112,523,212,662	0
13	501,27,554,269	1
13	269,589,66,314	0
908	133,479,483,694	1
908	133,173,55,7	0
109	121,367,531,29	1
109	121,81,531,476	0
124	11,79,173,226	1
124	11,496,7,157	0
833	203,68,675,552	1
833	552,5,121,128	0
10	480,710,652,48	1
10	699,710,712,462	0
7	140,547,483,678	1
7	232,678,598,391	0
13	50,400,625,287	1
13	636,825,89,625	0
174	87,239,1311,742	1
174	87,950,401,722	0
187	64,210,735,663	1
187	433,747,97,710	0
151	1286,549,1113,69	1
151	517,775,503,1113	0
882	205,21,210,616	1
882	210,416,105,117	0
332	232,298,1150,820	1
332	696,235,264,682	0
14	32,474,176,98	1
14	319,288,15,168	0
625	483,174,528,255	1
625	1020,528,174,204	0
466	909,79,95,24	1
466	55,349,324,273	0
52	126,1085,302,117	1
52	126,257,121,333	0
248	114,69,290,283	1
248	234,235,343,100	0
932	498,109,196,55	1
932	462,649,562,196	0
484	427,472,550,315	1
484	235,9,472,510	0
931	127,258,459,297	1
931	258,900,297,313	0
311	178,399,1119,530	1
311	639,161,1119,399	0
13	823,173,722,61	1
13	823,449,24,541	0
393	172,500,377,135	1
393	724,472,479,840	0
727	658,155,1229,801	1
727	651,441,815,879	0
13	215,668,370,855	1
13	586,855,668,348	0
234	197,1170,1149,48	1
234	197,290,1461,316	0
90	197,750,192,45	1
90	192,1125,79,1200	0
373	418,1444,402,417	1
373	125,756,510,1087	0
551	7,71,334,451	1
551	7,761,26,895	0
469	582,136,152,127	1
469	582,654,605,173	0
840	525,507,186,213	1
840	609,936,88,186	0
38	420,450,185,202	1
38	444,356,445,616	0
867	150,276,250,132	1
867	258,1,588,203	0
345	285,416,282,481	1
345	285,393,416,738	0
90	529,258,430,193	1
90	529,220,905,301	0
704	523,214,889,382	1
704	523,382,506,889	0
130	200,1273,689,413	1
130	200,363,58,1013	0
682	50,265,1440,157	1
682	761,124,977,234	0
328	258,385,744,245	1
328	744,385,344,343	0
59	436,1112,466,919	1
59	436,1050,485,1112	0
354	533,887,268,173	1
354	487,900,173,887	0
311	173,323,222,62	1
311	365,509,222,323	0
123	165,276,1269,294	1
123	165,132,276,13	0
826	53,588,62,1239	1
826	720,228,526,39	0
328	498,229,195,317	1
328	195,589,317,623	0
599	274,872,319,934	1
599	934,1315,278,872	0
232	483,435,425,423	1
232	423,150,204,76	0
280	527,471,231,125	1
280	728,80,699,128	0
409	168,709,1070,174	1
409	168,210,1070,705	0
391	474,191,188,100	1
391	474,294,490,288	0
373	378,174,499,625	1
373	553,357,1230,380	0
405	318,645,1182,207	1
405	1182,367,364,1118	0
346	133,616,809,128	1
346	809,1258,29,88	0
130	385,216,508,44	1
130	385,2,1016,44	0
887	1029,768,431,1012	1
887	568,431,578,559	0
727	205,680,542,810	1
727	542,108,27,774	0
211	199,9,890,117	1
211	199,275,228,117	0
405	22,551,644,1563	1
405	593,1487,303,551	0
193	100,195,562,274	1
193	354,405,689,562	0
532	241,105,1415,70	1
532	241,448,292,990	0
11	750,228,301,208	1
11	750,521,57,301	0
864	132,734,470,31	1
864	31,38,470,219	0
907	697,496,120,756	1
907	475,756,647,260	0
15	308,235,508,297	1
15	405,297,7,685	0
338	275,1,56,286	1
338	275,1,189,180	0
408	294,286,1296,258	1
408	358,310,539,347	0
648	174,554,585,931	1
648	585,1626,229,931	0
22	208,222,79,228	1
22	449,79,209,226	0
13	915,321,436,740	1
13	321,515,147,788	0
904	289,216,603,778	1
904	553,778,535,117	0
451	331,286,324,984	1
451	263,984,681,299	0
894	124,315,1281,340	1
894	591,531,336,322	0
751	42,305,1007,738	1
751	90,916,209,305	0
288	346,528,688,174	1
288	237,50,177,286	0
457	97,145,769,367	1
457	145,722,215,471	0
314	282,1297,93,412	1
314	5,412,93,585	0
492	528,772,199,654	1
492	528,205,275,1021	0
307	313,949,135,195	1
307	135,1065,56,449	0
276	474,796,185,405	1
276	51,43,122,185	0
333	315,894,873,483	1
333	315,153,294,79	0
130	93,161,89,798	1
130	93,1034,12,798	0
674	111,1,15,292	1
674	15,118,929,539	0
236	51,79,596,191	1
236	504,298,523,532	0
387	182,33,655,183	1
387	1069,458,444,127	0
768	272,332,1014,70	1
768	252,248,121,255	0
803	269,748,271,339	1
803	300,339,260,264	0
484	423,431,186,926	1
484	423,241,926,29	0
592	288,1226,283,971	1
592	823,1079,985,678	0
381	705,673,118,1119	1
381	30,673,1098,778	0
489	984,303,1238,681	1
489	984,294,681,539	0
65	378,258,185,63	1
65	378,476,956,806	0
90	14,1045,660,259	1
90	1134,875,259,6	0
831	298,687,1063,741	1
831	750,237,150,687	0
215	432,270,194,159	1
215	211,159,194,216	0
314	278,1152,791,1095	1
314	791,1517,595,25	0
214	327,191,89,13	1
214	327,246,269,408	0
292	207,288,252,789	1
292	150,789,607,1014	0
397	199,475,324,588	1
397	199,334,591,324	0
794	475,224,887,1	1
794	557,1,221,118	0
514	7,294,898,209	1
514	7,179,402,144	0
642	181,391,318,1140	1
642	934,357,204,110	0
535	709,286,269,192	1
535	276,195,178,285	0
848	973,582,527,496	1
848	679,435,200,582	0
916	180,704,147,211	1
916	22,462,433,558	0
861	45,301,381,531	1
861	45,116,70,294	0
788	64,1112,518,409	1
788	270,195,326,504	0
780	50,22,508,603	1
780	657,497,208,474	0
833	179,802,163,58	1
833	179,188,546,475	0
197	651,182,294,578	1
197	190,586,354,271	0
887	257,501,578,235	1
887	200,98,284,1278	0
385	1021,1010,1012,419	1
385	484,1012,419,81	0
130	33,800,1046,1280	1
130	53,239,2,800	0
121	313,740,937,294	1
121	313,1,11,197	0
216	156,423,368,181	1
216	156,91,182,181	0
747	48,292,463,108	1
747	216,1142,44,269	0
771	71,164,137,381	1
771	114,128,181,137	0
38	161,401,590,637	1
38	401,758,202,328	0
151	227,531,371,939	1
151	423,1070,747,371	0
145	96,271,771,751	1
145	771,299,278,354	0
49	919,385,300,270	1
49	919,116,385,99	0
495	211,674,84,229	1
495	211,1157,441,843	0
835	393,216,421,405	1
835	200,484,685,191	0
932	208,131,67,148	1
932	193,55,494,380	0
936	324,312,1016,1279	1
936	1279,243,678,294	0
835	162,928,288,216	1
835	421,616,286,628	0
504	68,63,972,514	1
504	68,717,63,141	0
109	183,8,425,1244	1
109	584,1023,748,77	0
330	969,473,584,823	1
330	70,293,168,357	0
222	239,941,637,1089	1
222	239,26,261,176	0
615	435,135,678,179	1
615	435,286,269,792	0
41	50,514,173,289	1
41	181,173,518,58	0
62	222,162,171,24	1
62	222,451,685,509	0
823	428,164,141,195	1
823	77,195,273,164	0
654	169,248,336,153	1
654	588,15,336,69	0
851	1143,343,353,192	1
851	1143,304,71,981	0
244	735,521,1054,1	1
244	86,521,428,72	0
59	42,220,133,121	1
59	42,1009,33,121	0
311	50,380,849,180	1
311	716,425,380,651	0
314	204,655,78,1210	1
314	53,929,327,1210	0
58	203,1008,176,663	1
58	189,1089,462,50	0
846	193,715,558,674	1
846	496,558,715,944	0
442	64,89,209,410	1
442	746,635,209,810	0
538	528,289,234,204	1
538	568,42,273,234	0
593	496,742,815,724	1
593	366,974,815,568	0
312	526,124,1126,172	1
312	506,495,459,98	0
52	15,333,742,250	1
52	250,111,257,117	0
321	515,50,194,519	1
321	515,87,942,511	0
425	92,750,550,250	1
425	827,363,301,161	0
523	935,412,863,508	1
523	3,1022,153,722	0
200	924,609,584,929	1
200	768,1034,103,582	0
296	191,475,61,111	1
296	191,24,289,521	0
891	281,117,597,127	1
891	1040,127,742,409	0
881	333,183,294,1028	1
881	1028,94,218,1411	0
848	197,899,133,476	1
848	476,528,133,127	0
256	4,829,808,1041	1
256	4,829,218,808	0
305	251,428,479,156	1
305	251,71,597,199	0
605	508,340,124,754	1
605	827,879,282,754	0
437	238,286,606,514	1
437	514,190,501,212	0
38	78,139,185,432	1
38	1034,424,395,450	0
642	1039,1126,790,432	1
642	1126,1036,444,1179	0
398	205,476,484,199	1
398	94,133,484,152	0
345	143,886,716,125	1
345	956,1009,403,974	0
313	357,222,521,167	1
313	161,831,222,88	0
536	427,432,1118,386	1
536	486,724,56,70	0
642	686,609,402,726	1
642	35,1023,13,768	0
458	956,121,284,844	1
458	956,435,663,744	0
270	1007,77,176,324	1
270	531,230,148,356	0
314	763,765,542,1289	1
314	419,765,1014,144	0
430	129,253,527,547	1
430	129,123,547,137	0
286	210,228,47,127	1
286	107,703,231,143	0
295	1221,414,705,118	1
295	414,809,227,162	0
767	170,1068,344,141	1
767	486,615,648,242	0
458	276,126,960,735	1
458	301,499,960,76	0
352	174,692,746,657	1
352	174,181,385,431	0
405	64,1110,521,214	1
405	971,1076,470,435	0
256	118,319,227,1119	1
256	118,220,319,526	0
59	508,39,232,606	1
59	54,608,741,606	0
823	22,181,217,218	1
823	22,866,1118,94	0
308	203,47,410,692	1
308	410,403,77,693	0
474	174,482,671,650	1
474	99,55,132,519	0
224	313,731,1212,221	1
224	69,126,731,686	0
184	340,739,7,509	1
184	58,693,739,945	0
868	7,556,709,506	1
868	7,239,547,556	0
